index,sentence,video_path
3134,আমি রবিবারে ইংল্যান্ড যাব,data/videos/video/3134.mp4
4688,আমরা আলু খাবো,data/videos/video/4688.mp4
840,আমরা আলু খাবো,data/videos/video/840.mp4
1972,আমার মা হাস দেখে নাই,data/videos/video/1972.mp4
2636,আমার ফুফাতো ভাইয়ের রান্না খেতে মজা,data/videos/video/2636.mp4
3172,আমি শনিবারে ভুটান যাব,data/videos/video/3172.mp4
36,আমার বাবার মুরগী ভালো লাগে,data/videos/video/36.mp4
4595,আমার বাবার মুরগী ভালো লাগে,data/videos/video/4595.mp4
2318,আপনার বোন কি কাজ করে,data/videos/video/2318.mp4
3587,তোমাকে দেখতে সুন্দর লাগছে,data/videos/video/3587.mp4
4885,তোমাকে দেখতে সুন্দর লাগছে,data/videos/video/4885.mp4
242,আমি নভেম্বর আফ্রিকা যাব,data/videos/video/242.mp4
4401,আমি নভেম্বর আফ্রিকা যাব,data/videos/video/4401.mp4
1121,আমি দুখিত,data/videos/video/1121.mp4
223,আমি জুলাইয়ে ইংল্যান্ড যাব,data/videos/video/223.mp4
4329,আমি জুলাইয়ে ইংল্যান্ড যাব,data/videos/video/4329.mp4
4222,বোন বিরতি নিছে,data/videos/video/4222.mp4
1392,বোন বিরতি নিছে,data/videos/video/1392.mp4
2472,আমার চাচা বিদেশ যাবে,data/videos/video/2472.mp4
999,আমার ভালো ভালো আছে,data/videos/video/999.mp4
3936,বাংলাদেশে ব্রিশ্টি নাই,data/videos/video/3936.mp4
5067,বাংলাদেশে ব্রিশ্টি নাই,data/videos/video/5067.mp4
4473,আমার বাবার মানচিত্র দেখতে ভালো লাগে,data/videos/video/4473.mp4
35,আমার বাবার মানচিত্র দেখতে ভালো লাগে,data/videos/video/35.mp4
3155,আমি শনিবার অস্ট্রেলিয়া যাব,data/videos/video/3155.mp4
191,আমি জানুয়ারিতে অস্ট্রেলিয়া যাব,data/videos/video/191.mp4
4414,আমি জানুয়ারিতে অস্ট্রেলিয়া যাব,data/videos/video/4414.mp4
3032,আমি বুধবার ইউরোপ যাব,data/videos/video/3032.mp4
245,আমি নভেম্বর এশিয়া যাব,data/videos/video/245.mp4
4360,আমি নভেম্বর এশিয়া যাব,data/videos/video/4360.mp4
1842,আমার ভাই ইদুর দেখছে,data/videos/video/1842.mp4
2241,মামা বুধবার মাছ খায়,data/videos/video/2241.mp4
3837,সে আমার ভাই,data/videos/video/3837.mp4
5349,সে আমার ভাই,data/videos/video/5349.mp4
1746,আমার বোন রবিবার দুধ খায়,data/videos/video/1746.mp4
1854,আমার ভাই ঘোড়া দেখে নাই,data/videos/video/1854.mp4
1113,আমি তেল খাবো,data/videos/video/1113.mp4
3383,আমরা মুরগী দেখছি,data/videos/video/3383.mp4
1540,আমরা মুরগী দেখছি,data/videos/video/1540.mp4
4799,আমরা মুরগী দেখছি,data/videos/video/4799.mp4
2156,আমি ২ মাস আগে ডাক্তার দেখিয়েছি,data/videos/video/2156.mp4
4680,আপনি ভালো থাকবেন ওকে,data/videos/video/4680.mp4
832,আপনি ভালো থাকবেন ওকে,data/videos/video/832.mp4
2563,আমার দাদি সুন্দর,data/videos/video/2563.mp4
5422,হ্যালো,data/videos/video/5422.mp4
1502,হ্যালো,data/videos/video/1502.mp4
3896,হ্যালো,data/videos/video/3896.mp4
5081,হ্যালো,data/videos/video/5081.mp4
5099,আপনার গ্রামের বাড়ি কোথায়,data/videos/video/5099.mp4
3431,আপনার গ্রামের বাড়ি কোথায়,data/videos/video/3431.mp4
3685,আজ সোমবার,data/videos/video/3685.mp4
5380,আজ সোমবার,data/videos/video/5380.mp4
1114,আমি তোমাকে অনেক পছন্দ করি মনে রেখো,data/videos/video/1114.mp4
3470,আমার বেশি কমলা খেতে পসন্দ,data/videos/video/3470.mp4
4886,আমার বেশি কমলা খেতে পসন্দ,data/videos/video/4886.mp4
1090,আমি গনিত ভালো পারি না,data/videos/video/1090.mp4
3105,আমি মঙ্গলবারে মালদ্বীপ যাব,data/videos/video/3105.mp4
4226,বোনের পরীক্ষা কেমন হয়েছে,data/videos/video/4226.mp4
1396,বোনের পরীক্ষা কেমন হয়েছে,data/videos/video/1396.mp4
1095,আমি ঘুমাবো,data/videos/video/1095.mp4
3430,আপনার গলা ব্যথা,data/videos/video/3430.mp4
4915,আপনার গলা ব্যথা,data/videos/video/4915.mp4
3034,আমি বুধবার বিদেশ যাব,data/videos/video/3034.mp4
1624,আমার ছোট ভাই মুরগী দেখেছে,data/videos/video/1624.mp4
2221,পরশু আমার বাবা আমাকে দেখেবে,data/videos/video/2221.mp4
924,আমার পেশা ব্যবসা,data/videos/video/924.mp4
1893,আমার ভাই সকালে দেখা করবে না,data/videos/video/1893.mp4
1254,তুমি কি চাও,data/videos/video/1254.mp4
4076,তুমি কি চাও,data/videos/video/4076.mp4
4455,তুমি উত্তর দিকে যাবা,data/videos/video/4455.mp4
314,তুমি উত্তর দিকে যাবা,data/videos/video/314.mp4
2322,আপনি কি কাজ করেন,data/videos/video/2322.mp4
3436,আপনি কি কাজ করেন,data/videos/video/3436.mp4
3695,আপনি কি কাজ করেন,data/videos/video/3695.mp4
3862,আপনি কি কাজ করেন,data/videos/video/3862.mp4
5332,আপনি কি কাজ করেন,data/videos/video/5332.mp4
4864,আপনি কি কাজ করেন,data/videos/video/4864.mp4
5122,আপনি কি কাজ করেন,data/videos/video/5122.mp4
1704,আমার বাবা ২ মাস পর আসবে,data/videos/video/1704.mp4
2407,আমার খালাতো ভাই পাকিস্তান যাবে,data/videos/video/2407.mp4
3047,আমি বুধবারে ভারত যাব,data/videos/video/3047.mp4
1301,তোমরা সবাই কোলড্রিংস খাবা,data/videos/video/1301.mp4
4124,তোমরা সবাই কোলড্রিংস খাবা,data/videos/video/4124.mp4
5194,তোমার ভাইয়ের নাম কি,data/videos/video/5194.mp4
3331,তোমার ভাইয়ের নাম কি,data/videos/video/3331.mp4
2788,আমার ভাই রেস্টুরেন্টে যায়,data/videos/video/2788.mp4
1897,আমার ভাই সোমবার দুধ খায়,data/videos/video/1897.mp4
2075,আমি কুকুরকে খাওয়াবো,data/videos/video/2075.mp4
1825,আমার বড় ভাই বিড়াল দেখেছে,data/videos/video/1825.mp4
4941,"এখন সকাল, সময় ১০টা",data/videos/video/4941.mp4
3531,"এখন সকাল, সময় ১০টা",data/videos/video/3531.mp4
1705,আমার বাবার বিড়াল নাই,data/videos/video/1705.mp4
2761,আমার ভাই আমেরিকা যাবে,data/videos/video/2761.mp4
2036,আমার স্বামী বৃহস্পতিবার ভাত খায়,data/videos/video/2036.mp4
5208,তোমার মামীর নাম কি,data/videos/video/5208.mp4
3345,তোমার মামীর নাম কি,data/videos/video/3345.mp4
3354,বুধবারে মসজিদে যাই,data/videos/video/3354.mp4
5176,বুধবারে মসজিদে যাই,data/videos/video/5176.mp4
1708,আমার বোন অনেক গুলো বিড়াল দেখে নি,data/videos/video/1708.mp4
2743,আমার বোন বিদেশ যাবে,data/videos/video/2743.mp4
2231,পরে সময় নাই,data/videos/video/2231.mp4
2908,আমার মামি বিদেশ যাবে,data/videos/video/2908.mp4
881,আমার চাচা অনেক ভালো,data/videos/video/881.mp4
2330,আপনি দেখতে বেশ সুন্দর,data/videos/video/2330.mp4
1906,আমার মা অনেক গুলো ঘোড়া দেখে নাই,data/videos/video/1906.mp4
3659,সবাইকে ভালো বাসি,data/videos/video/3659.mp4
4837,সবাইকে ভালো বাসি,data/videos/video/4837.mp4
3984,আমি ভাবছি পড়বো,data/videos/video/3984.mp4
1159,আমি ভাবছি পড়বো,data/videos/video/1159.mp4
2411,আমার খালাতো ভাই ভার্সিটিতে পড়ে,data/videos/video/2411.mp4
992,আমার ভাই নেই,data/videos/video/992.mp4
5098,আমার গ্রামের বাড়ি ময়মনসিং,data/videos/video/5098.mp4
3454,আমার গ্রামের বাড়ি ময়মনসিং,data/videos/video/3454.mp4
1558,আমার চাচা রবিবার ভার খায়,data/videos/video/1558.mp4
1590,আমার ছেলে শনিবার দুধ খায়,data/videos/video/1590.mp4
2397,আমার খালাতো ভাই অস্ট্রেলিয়া যাবে,data/videos/video/2397.mp4
3216,আমি সেপ্টেম্বরে ভুটান যাবো,data/videos/video/3216.mp4
2540,আমার চাচি পেয়ারা খেতে পছন্দ করে,data/videos/video/2540.mp4
3244,আমি সোমবারে সৌদি আরব যাব,data/videos/video/3244.mp4
4810,আমি সোমবারে সৌদি আরব যাব,data/videos/video/4810.mp4
3571,তুমি অনেক শান্ত,data/videos/video/3571.mp4
5009,তুমি অনেক শান্ত,data/videos/video/5009.mp4
86,আমার ভাইয়ের পার দেখতে ভালো লাগে,data/videos/video/86.mp4
4535,আমার ভাইয়ের পার দেখতে ভালো লাগে,data/videos/video/4535.mp4
2011,আমার স্ত্রী বৃহস্পতিবার মাছ খায়,data/videos/video/2011.mp4
3142,আমি রবিবারে পাকিস্তান যাব,data/videos/video/3142.mp4
3025,আমি বাড়ি করবো,data/videos/video/3025.mp4
2648,আমার ফুফু ক্রিকেট খেলা পছন্দ করে,data/videos/video/2648.mp4
2915,আমার মামী ইউরোপ যাবে,data/videos/video/2915.mp4
1155,আমি বিমানবন্দর দেখবো,data/videos/video/1155.mp4
3979,আমি বিমানবন্দর দেখবো,data/videos/video/3979.mp4
2749,আমার বোন রেস্টুরেন্টে যায়,data/videos/video/2749.mp4
4288,আমি এপ্রিল মাসে চীন যাবো,data/videos/video/4288.mp4
183,আমি এপ্রিল মাসে চীন যাবো,data/videos/video/183.mp4
2957,আমি ইঞ্জিনিয়ার,data/videos/video/2957.mp4
2963,আমি এপ্রিলে পাকিস্তান যাব,data/videos/video/2963.mp4
1448,রঙ এর নাম কমলা,data/videos/video/1448.mp4
4261,রঙ এর নাম কমলা,data/videos/video/4261.mp4
4749,তোমার অতীত কেমন,data/videos/video/4749.mp4
3803,তোমার অতীত কেমন,data/videos/video/3803.mp4
2441,আমার খালু মালদ্বীপ যাবে,data/videos/video/2441.mp4
3569,তুমি অনেক  ভালো মনের মানুষ,data/videos/video/3569.mp4
4849,তুমি অনেক  ভালো মনের মানুষ,data/videos/video/4849.mp4
2615,আমার ফুফাতো বোন মালদ্বীপ যাবে,data/videos/video/2615.mp4
2096,আমি তেলাপোকা দেখেছি,data/videos/video/2096.mp4
4959,পরিষ্কার রাখতে হবে,data/videos/video/4959.mp4
3595,পরিষ্কার রাখতে হবে,data/videos/video/3595.mp4
3373,শুভ সকাল,data/videos/video/3373.mp4
5126,শুভ সকাল,data/videos/video/5126.mp4
4276,শুভ সকাল,data/videos/video/4276.mp4
3829,শুভ সকাল,data/videos/video/3829.mp4
5313,শুভ সকাল,data/videos/video/5313.mp4
1463,শুভ সকাল,data/videos/video/1463.mp4
936,আমার প্রিয় রঙ সাদা,data/videos/video/936.mp4
5125,ভেতরে আসুন এবং বসুন,data/videos/video/5125.mp4
3358,ভেতরে আসুন এবং বসুন,data/videos/video/3358.mp4
1154,আমি বিভাগ চাই,data/videos/video/1154.mp4
3978,আমি বিভাগ চাই,data/videos/video/3978.mp4
3019,আমি ফেব্রুয়ারিতে ভুটান দেবো,data/videos/video/3019.mp4
2966,আমি এপ্রিলে মালদ্বীপ যাব,data/videos/video/2966.mp4
2767,আমার ভাই কানাডা যাবে,data/videos/video/2767.mp4
5071,গরোম ই শরবট পান কোরা ভালো,data/videos/video/5071.mp4
3932,গরোম ই শরবট পান কোরা ভালো,data/videos/video/3932.mp4
889,আমার চাচী ভালো আছে,data/videos/video/889.mp4
4903,আমার অনেক দুর্বল লাগছে,data/videos/video/4903.mp4
3445,আমার অনেক দুর্বল লাগছে,data/videos/video/3445.mp4
4955,রাতে রান্না করো,data/videos/video/4955.mp4
3644,রাতে রান্না করো,data/videos/video/3644.mp4
959,আমার বাবা হসপিটালে গেছে,data/videos/video/959.mp4
5131,তোমার মা অনেক সুন্দর,data/videos/video/5131.mp4
3332,তোমার মা অনেক সুন্দর,data/videos/video/3332.mp4
4790,আমি তোমাকে পছন্দ করি,data/videos/video/4790.mp4
1116,আমি তোমাকে পছন্দ করি,data/videos/video/1116.mp4
3404,আমি তোমাকে পছন্দ করি,data/videos/video/3404.mp4
1939,আমার মা বুধবার মাছ খায়,data/videos/video/1939.mp4
4479,তুমি পশ্চিম দিকে যাবা,data/videos/video/4479.mp4
319,তুমি পশ্চিম দিকে যাবা,data/videos/video/319.mp4
2111,আমি বিড়াল দেখি নাই,data/videos/video/2111.mp4
2070,আমি একজন ডাক্তার তুমি কে,data/videos/video/2070.mp4
1276,তুমি বর্তমানে কি করছো,data/videos/video/1276.mp4
4100,তুমি বর্তমানে কি করছো,data/videos/video/4100.mp4
5277,আমার খুব বেশি মাথা বেথা,data/videos/video/5277.mp4
3452,আমার খুব বেশি মাথা বেথা,data/videos/video/3452.mp4
4841,বাংলাদেশে অনেক মানুষ বেকার,data/videos/video/4841.mp4
3617,বাংলাদেশে অনেক মানুষ বেকার,data/videos/video/3617.mp4
2314,আগস্ট মাসেই বাড়িতে যাব,data/videos/video/2314.mp4
2695,আমার বাবা পেয়ারা খেতে পছন্দ করে,data/videos/video/2695.mp4
2077,আমি খরগোশ দেখেছি,data/videos/video/2077.mp4
3482,আমি আজ রঙের ইশারা করবো,data/videos/video/3482.mp4
4879,আমি আজ রঙের ইশারা করবো,data/videos/video/4879.mp4
1676,আমার বাবা মংগলবার ভাত খায়,data/videos/video/1676.mp4
4723,আমার ভাই হাসপাতালে যাবে,data/videos/video/4723.mp4
3743,আমার ভাই হাসপাতালে যাবে,data/videos/video/3743.mp4
3777,এটা আমার পরিবার,data/videos/video/3777.mp4
5346,এটা আমার পরিবার,data/videos/video/5346.mp4
4458,আমার বাবা পূর্ব দিকে যাবে,data/videos/video/4458.mp4
17,আমার বাবা পূর্ব দিকে যাবে,data/videos/video/17.mp4
987,আমার ভাই অনেক খুশি,data/videos/video/987.mp4
1691,আমার বাবা শুক্রবার ভার খাবে,data/videos/video/1691.mp4
4339,আমি মে মাসে রাশিয়া যাব,data/videos/video/4339.mp4
293,আমি মে মাসে রাশিয়া যাব,data/videos/video/293.mp4
3194,আমি শুক্রবারে কানাডা যাব,data/videos/video/3194.mp4
4174,বড় বোন চিঠি লিখে,data/videos/video/4174.mp4
1397,বড় বোন চিঠি লিখে,data/videos/video/1397.mp4
4916,"আপনি লবণ, গরম পানি দিয়ে কুলি করবেন",data/videos/video/4916.mp4
3438,"আপনি লবণ, গরম পানি দিয়ে কুলি করবেন",data/videos/video/3438.mp4
966,আমার বাড়ি ঢাকায়,data/videos/video/966.mp4
3050,আমি বুধবারে মালদ্বীপ যাব,data/videos/video/3050.mp4
2711,আমার বাবা সৌদি আরব যাবে,data/videos/video/2711.mp4
1425,ভেতরে আসুন বসুন,data/videos/video/1425.mp4
4246,ভেতরে আসুন বসুন,data/videos/video/4246.mp4
3507,আমি প্রতিদিন গোসুল করি,data/videos/video/3507.mp4
5278,আমি প্রতিদিন গোসুল করি,data/videos/video/5278.mp4
1391,বোন বিভাগ চায়,data/videos/video/1391.mp4
4221,বোন বিভাগ চায়,data/videos/video/4221.mp4
1653,আমার বাবা ট্রাক দেখেছে,data/videos/video/1653.mp4
3981,আমি ভদ্র থাকি,data/videos/video/3981.mp4
1157,আমি ভদ্র থাকি,data/videos/video/1157.mp4
5200,তোমার দাদার নাম কি,data/videos/video/5200.mp4
3310,তোমার দাদার নাম কি,data/videos/video/3310.mp4
2927,আমার লাল রং ভালো লাগে,data/videos/video/2927.mp4
2807,আমার মা কাঁঠাল খেতে পছন্দ করে,data/videos/video/2807.mp4
2037,আমার স্বামী বৃহস্পতিবার মাংস খায়,data/videos/video/2037.mp4
1814,আমার বড় ভাই ঘোড়া দেখে নাই,data/videos/video/1814.mp4
3041,আমি বুধবারে ঘুরতে যাই,data/videos/video/3041.mp4
3023,আমি বাংলাদেশে যাব,data/videos/video/3023.mp4
2148,আমি হাতি দেখেছি,data/videos/video/2148.mp4
64,আমার বোনের মুরগি ভালো লাগে,data/videos/video/64.mp4
4594,আমার বোনের মুরগি ভালো লাগে,data/videos/video/4594.mp4
2276,রাতে আমার বাবা দেখা করবে,data/videos/video/2276.mp4
2362,আমার খালা নেপাল যাবে,data/videos/video/2362.mp4
5,আমার ঘোড়া ভাল লাগে,data/videos/video/5.mp4
4564,আমার ঘোড়া ভাল লাগে,data/videos/video/4564.mp4
3123,আমি মে মাসে ভারত যাব,data/videos/video/3123.mp4
5186,মে মাসে বাড়িতে যাব,data/videos/video/5186.mp4
3371,মে মাসে বাড়িতে যাব,data/videos/video/3371.mp4
4808,বৃহস্পতিবারে ভুটান যাবো,data/videos/video/4808.mp4
3356,বৃহস্পতিবারে ভুটান যাবো,data/videos/video/3356.mp4
2128,আমি মংগলবার মাছ খাবো,data/videos/video/2128.mp4
2346,আমার কালো রং ভালো লাগে,data/videos/video/2346.mp4
2604,আমার ফুফাতো বোন ইউরোপ যাবে,data/videos/video/2604.mp4
244,আমি নভেম্বর ইউরোপ যাব,data/videos/video/244.mp4
4385,আমি নভেম্বর ইউরোপ যাব,data/videos/video/4385.mp4
1589,আমার ছেলে রবিবার মাছ খায়,data/videos/video/1589.mp4
4536,আমার মামার ভূমিকম্প ভয় করে,data/videos/video/4536.mp4
131,আমার মামার ভূমিকম্প ভয় করে,data/videos/video/131.mp4
4321,আমি নভেম্বরে জাপান যাবো,data/videos/video/4321.mp4
251,আমি নভেম্বরে জাপান যাবো,data/videos/video/251.mp4
5189,জুলাই মাসেও বর্ষাকাল থাকে,data/videos/video/5189.mp4
3270,জুলাই মাসেও বর্ষাকাল থাকে,data/videos/video/3270.mp4
1212,কোকো মুভিটি দারুন,data/videos/video/1212.mp4
4036,কোকো মুভিটি দারুন,data/videos/video/4036.mp4
5297,আমি ঢাকাতে থাকি,data/videos/video/5297.mp4
3498,আমি ঢাকাতে থাকি,data/videos/video/3498.mp4
5439,সে কোলড্রিংস খাবে,data/videos/video/5439.mp4
1486,সে কোলড্রিংস খাবে,data/videos/video/1486.mp4
789,অফসে তোমার কাজ কি,data/videos/video/789.mp4
4638,অফসে তোমার কাজ কি,data/videos/video/4638.mp4
818,আপনার কি কিছু প্রয়োজন,data/videos/video/818.mp4
3856,আপনার কি কিছু প্রয়োজন,data/videos/video/3856.mp4
5089,আপনার কি কিছু প্রয়োজন,data/videos/video/5089.mp4
4666,আপনার কি কিছু প্রয়োজন,data/videos/video/4666.mp4
4797,আমার ভাই তেলাপোকা দেখেছে,data/videos/video/4797.mp4
3390,আমার ভাই তেলাপোকা দেখেছে,data/videos/video/3390.mp4
1861,আমার ভাই তেলাপোকা দেখেছে,data/videos/video/1861.mp4
2690,আমার বাবা জাপান যাবে,data/videos/video/2690.mp4
2508,আমার চাচাতো ভাই ইশারা বাসা পছন্দ করে,data/videos/video/2508.mp4
808,আজকে শুক্রবার আমার জন্মদিন,data/videos/video/808.mp4
4657,আজকে শুক্রবার আমার জন্মদিন,data/videos/video/4657.mp4
932,আমার প্রিয় রঙ গোলাপী,data/videos/video/932.mp4
3010,আমি নভেম্বরে ভারত যাব,data/videos/video/3010.mp4
975,আমার বোনের জর,data/videos/video/975.mp4
1464,সবাই ডিম খাবো,data/videos/video/1464.mp4
4277,সবাই ডিম খাবো,data/videos/video/4277.mp4
1853,আমার ভাই গরু দেখেছে,data/videos/video/1853.mp4
1395,বোন,data/videos/video/1395.mp4
4225,বোন,data/videos/video/4225.mp4
1928,আমার মা ট্রেনে যাবে,data/videos/video/1928.mp4
902,আমার দাদা অনেক খুশি,data/videos/video/902.mp4
2337,আমার আম ভালো লাগে,data/videos/video/2337.mp4
3821,বাবার মাতৃভাষা বাংলা,data/videos/video/3821.mp4
5394,বাবার মাতৃভাষা বাংলা,data/videos/video/5394.mp4
2639,আমার ফুফু আফ্রিকা যাবে,data/videos/video/2639.mp4
4889,আমার একটি লাল রঙের জামা আছে,data/videos/video/4889.mp4
3448,আমার একটি লাল রঙের জামা আছে,data/videos/video/3448.mp4
5070,গরোম ই মোশা ওয়ানক,data/videos/video/5070.mp4
3930,গরোম ই মোশা ওয়ানক,data/videos/video/3930.mp4
2888,আমার মামাতো ভাই ভারত যাবে,data/videos/video/2888.mp4
2498,আমার চাচাতো বোন ভুটান যাবে,data/videos/video/2498.mp4
4888,আমি কমলা খেতে পছন্দ করি,data/videos/video/4888.mp4
3490,আমি কমলা খেতে পছন্দ করি,data/videos/video/3490.mp4
3337,তোমার মামা ভালো মানুষ,data/videos/video/3337.mp4
5141,তোমার মামা ভালো মানুষ,data/videos/video/5141.mp4
24,আমার বাবার কুকুর ভালো লাগে,data/videos/video/24.mp4
4544,আমার বাবার কুকুর ভালো লাগে,data/videos/video/4544.mp4
1862,আমার ভাই বাসে যাবে,data/videos/video/1862.mp4
2165,গতকাল আমার বড় বোন ডাক্তার দেখিয়েছে,data/videos/video/2165.mp4
253,আমি নভেম্বরে শ্রীলঙ্কায় যাবো,data/videos/video/253.mp4
4290,আমি নভেম্বরে শ্রীলঙ্কায় যাবো,data/videos/video/4290.mp4
5160,তুমি অনেক মেধাবী শিক্ষার্থী,data/videos/video/5160.mp4
3278,তুমি অনেক মেধাবী শিক্ষার্থী,data/videos/video/3278.mp4
2158,আমী ছাগল দেখেছি,data/videos/video/2158.mp4
1620,আমার ছোট ভাই চিড়িয়াখানা যাবে,data/videos/video/1620.mp4
5116,আবার দেখা হবে.,data/videos/video/5116.mp4
3867,আবার দেখা হবে.,data/videos/video/3867.mp4
1924,আমার মা চিংড়ি দেখে নাই,data/videos/video/1924.mp4
4146,তোমার ডায়েরি সুন্দর,data/videos/video/4146.mp4
1324,তোমার ডায়েরি সুন্দর,data/videos/video/1324.mp4
3516,আমি বিদেশে বেড়াতে যাবো,data/videos/video/3516.mp4
4935,আমি বিদেশে বেড়াতে যাবো,data/videos/video/4935.mp4
3103,আমি মঙ্গলবারে ভুটান যাব,data/videos/video/3103.mp4
0,আমি এপ্রিল মাসে আফ্রিকা যাব,data/videos/video/0.mp4
4383,আমি এপ্রিল মাসে আফ্রিকা যাব,data/videos/video/4383.mp4
2416,আমার খালাতো ভাই শ্রীলঙ্কায় যাবে,data/videos/video/2416.mp4
3687,আপনাকে ধন্যবাদ,data/videos/video/3687.mp4
5322,আপনাকে ধন্যবাদ,data/videos/video/5322.mp4
3045,আমি বুধবারে পাকিস্তান যাব,data/videos/video/3045.mp4
841,আমরা কফি খাবো,data/videos/video/841.mp4
4689,আমরা কফি খাবো,data/videos/video/4689.mp4
4510,আমার ভাই জমিতে যাবে,data/videos/video/4510.mp4
69,আমার ভাই জমিতে যাবে,data/videos/video/69.mp4
1279,তুমি বাক্য লিখো,data/videos/video/1279.mp4
4102,তুমি বাক্য লিখো,data/videos/video/4102.mp4
2916,আমার মামী ইশারা ভাষা পছন্দ করে,data/videos/video/2916.mp4
2598,আমার ফুফা শ্রীলংকা যাবে,data/videos/video/2598.mp4
2832,আমার মামা আমেরিকা যাবে,data/videos/video/2832.mp4
4939,আমার পড়াশুনা শেষ,data/videos/video/4939.mp4
3459,আমার পড়াশুনা শেষ,data/videos/video/3459.mp4
1631,আমার বাবা অনেক গুলো ঘোড়া দেখেছে,data/videos/video/1631.mp4
2251,মামা রবিবার ভাত খায়,data/videos/video/2251.mp4
2631,আমার ফুফাতো ভাই বিদেশ যাবে,data/videos/video/2631.mp4
1410,ভাই চিঠি লিখে,data/videos/video/1410.mp4
4231,ভাই চিঠি লিখে,data/videos/video/4231.mp4
4486,আমার বাবা মহাদেশে ঘুরতে যাবে,data/videos/video/4486.mp4
20,আমার বাবা মহাদেশে ঘুরতে যাবে,data/videos/video/20.mp4
1637,আমার বাবা ইলিশ মাছ দেখে নাই,data/videos/video/1637.mp4
2987,আমি জুনে পাকিস্তান যাব,data/videos/video/2987.mp4
2248,মামা মংগলবার মাংস খায়,data/videos/video/2248.mp4
2870,আমার মামাতো বোন ভালো,data/videos/video/2870.mp4
3834,সে আমার ফুফু,data/videos/video/3834.mp4
5356,সে আমার ফুফু,data/videos/video/5356.mp4
2239,মামা বুধবার ভাত খায়,data/videos/video/2239.mp4
3927,এপিএনআই আমর বন্ডু,data/videos/video/3927.mp4
5057,এপিএনআই আমর বন্ডু,data/videos/video/5057.mp4
1299,তোমরা কবে বাড়ি যাবা,data/videos/video/1299.mp4
4122,তোমরা কবে বাড়ি যাবা,data/videos/video/4122.mp4
4236,ভাই লিখতে জানে,data/videos/video/4236.mp4
1415,ভাই লিখতে জানে,data/videos/video/1415.mp4
2323,আপনি কি জাবেন সৃতিসৌধ,data/videos/video/2323.mp4
15,আমার বাবা দীপ দেখতে যাবে,data/videos/video/15.mp4
4497,আমার বাবা দীপ দেখতে যাবে,data/videos/video/4497.mp4
1002,আমার মা অলস,data/videos/video/1002.mp4
3235,আমি সোমবারে বাড়িতে যাই,data/videos/video/3235.mp4
2391,আমার খালাতো বোন ভার্সিটিতে পড়াশোনা করে,data/videos/video/2391.mp4
171,আমি আগস্টে অস্ট্রেলিয়া যাব,data/videos/video/171.mp4
4424,আমি আগস্টে অস্ট্রেলিয়া যাব,data/videos/video/4424.mp4
2459,আমার চাচা এশিয়া যাবে,data/videos/video/2459.mp4
3898,অপনি কোঠাই কাজ কোরেন,data/videos/video/3898.mp4
5053,অপনি কোঠাই কাজ কোরেন,data/videos/video/5053.mp4
2651,আমার ফুফু নেপাল যাবে,data/videos/video/2651.mp4
5212,তোমার খালাতো ভাই এর নাম কি,data/videos/video/5212.mp4
3297,তোমার খালাতো ভাই এর নাম কি,data/videos/video/3297.mp4
3505,আমি প্রতিদিন ইশারা ভাষা অনুশীলন করি,data/videos/video/3505.mp4
4938,আমি প্রতিদিন ইশারা ভাষা অনুশীলন করি,data/videos/video/4938.mp4
2076,আমি খরগোশ দেখে নাই,data/videos/video/2076.mp4
2822,আমার মা রাশিয়া যাবে,data/videos/video/2822.mp4
275,আমি মার্চ মাসে ইংল্যান্ডে যাবো,data/videos/video/275.mp4
4326,আমি মার্চ মাসে ইংল্যান্ডে যাবো,data/videos/video/4326.mp4
2177,তুমি এনিমেল দেখেছো,data/videos/video/2177.mp4
1531,আগে মা খাবে,data/videos/video/1531.mp4
1611,আমার ছোট বোন সাপ দেখছে,data/videos/video/1611.mp4
2819,আমার মা ভালো,data/videos/video/2819.mp4
1026,আমার স্বামী অনেক ভালো,data/videos/video/1026.mp4
2800,আমার মা অস্ট্রেলিয়া যাবে,data/videos/video/2800.mp4
1865,আমার ভাই বিড়াল দেখেছে,data/videos/video/1865.mp4
1525,আগে তুমি খাও,data/videos/video/1525.mp4
4214,বিষয় টি ভালো ছিল,data/videos/video/4214.mp4
1383,বিষয় টি ভালো ছিল,data/videos/video/1383.mp4
81,আমার ভাইয়ের গরু ভালো লাগে,data/videos/video/81.mp4
4533,আমার ভাইয়ের গরু ভালো লাগে,data/videos/video/4533.mp4
3261,জানুয়ারিতে ঘুরতে যাব,data/videos/video/3261.mp4
5179,জানুয়ারিতে ঘুরতে যাব,data/videos/video/5179.mp4
1874,আমার ভাই বোট দেখেছে,data/videos/video/1874.mp4
1881,আমার ভাই রবিবার দুধ খায়,data/videos/video/1881.mp4
2010,আমার স্ত্রী বৃহস্পতিবার মাংস খায়,data/videos/video/2010.mp4
3327,তোমার বোন কোথায় কাজ করে,data/videos/video/3327.mp4
5234,তোমার বোন কোথায় কাজ করে,data/videos/video/5234.mp4
1818,আমার বড় ভাই টিয়া পাখি দেখেছে,data/videos/video/1818.mp4
2937,আমার হলুদ রং ভালো লাগে,data/videos/video/2937.mp4
1690,আমার বাবা শুক্রবার দুধ খাবে,data/videos/video/1690.mp4
3610,প্রধান মন্ত্রী আমাকে একটি বাসা দিয়েছে সাহায্য করেছে,data/videos/video/3610.mp4
