sentence,video_count
রঙ এর নাম হলুদ,2
রিকশাচালক কে সঠিক ভাড়া দিন,2
রেস্টুরেন্ট দেখেছি,2
লবন খাবো না,2
শুক্রবার সাপ্তাহিক ছুটি,2
শুনতে পারি না,2
শুভ জন্মদিন,2
সবাই ডিম খাবো,2
সবাই তাকে অনেক শ্রদ্ধা করে,2
সবাই দুধ খাবে,2
সবাই মাংস খাবে,2
সবাই সাদর অভ্যন্তনা,2
সালাম বাংলা ইশারা ভাষায়,2
সে অনেক দূর্বল,2
সে অনেক সুস্থ্য আছে,2
সে আনারস খাবে,2
সে আম খাবে,2
সে আলু খাবে,2
সে একজন জেলে,2
সে এখন দূর্বল,2
সে এখন প্যগোডায় আছে,2
সে এখন মন্দিরে যাবে,2
সে কখন হাটবে,2
সে কফি খাবে,2
সে কলা খাবে,2
সে কাজে অনেক ভালো,2
সে কাঠাল খাবে,2
সে কি কাজ করে,2
সে কোলড্রিংস খাবে,2
সে চা খাবে,2
সে চিনি খাবে না,2
সে চিনি খাবে,2
সে জাম খাবে,2
সে দুধ খাবে,2
সে পেয়াজ খাবে,2
সে মাংস খাবে,2
সে শাক খাবে,2
সে হসপিটালে গেছে,2
স্ত্রী,2
স্বামী,2
স্বাস্থ্য ভালো আছে,2
স্যার তোমাকে অনেক পছন্দ করে,2
হাই আপনারা সবাই কেমন আছেন,2
হ্যা আমি পারবো,2
আমার চাচা সোমবার দুধ খায়,2
আমি বাসে যাবো,2
আমি ভুলে যাওয়া রোগে আক্রান্ত,2
আমি সেলস কেয়ার করি,2
আমি হেটে হেটে যাবো যানবাহনে না,2
তুমি কিভাবে সেল্ফ কেয়ার করো,2
তুমি যানবাহনে যাও,2
আমি সোমবারে রাশিয়া যাব,2
আমি সোমবারে রোজা রাখি,2
আমি সোমবারে শ্রীলংকা যাব,2
আমি সোমবারে সৌদি আরব যাব,2
আমি সৌদি আরব যাব,2
আমি স্কুল যাই,2
আমি হসপিটাল এ যাবো,2
আমি হেমন্ত কালে বাড়িতে যাই,2
আর তোমার ভাই কি করে,2
আর মা ক্রিকেট খেলা পছন্দ করে,2
ইশারায় দাদ ও নানা একই,2
এপ্রিল মাসেও গ্রীষ্মকাল থাকে,2
কমলা অনেক সুন্দর,2
খালু ফুটবল খেলা পছন্দ করে,2
গ্লাভস পড়লে আমাকে সুন্দর দেখা যায়,2
গ্লাস পড়লে তোমাকে সুন্দর দেখা যায়,2
চশমা পরলে আমাকে সুন্দর দেখা যায়,2
চশমা পরলে তোমাকে সুন্দর দেখা যায়,2
জানুয়ারিতে গ্রীষ্মকাল থাকে,2
জানুয়ারিতে ঘুরতে যাব,2
জানুয়ারিতে বাড়িতে যাব,2
জুতা পড়লে আমাকে সুন্দর দেখা যায়,2
জুতা পড়লে তোমাকে সুন্দর দেখা যায়,2
জুন মাসে ঘুরতে যাব,2
জুন মাসে বর্ষাকাল থাকে,2
জুন মাসে বাড়িতে যাব,2
জুলাই মাসে ঘুরতে যাব,2
জুলাই মাসে বাড়িতে যাব,2
জুলাই মাসেও বর্ষাকাল থাকে,2
টাই পড়লে আমাকে সুন্দর দেখা যায়,2
টাই পড়লে তোমাকে সুন্দর দেখা যায়,2
টয়লেট কোন দিকে,2
ডাল খেতে ভালো লাগে,2
ডিসেম্বরে শীতকাল থাকে,2
তুমি অনেক ভালো,2
তুমি অনেক মেধাবী শিক্ষার্থী,2
তুমি অফিসে যাও,2
তুমি আমার বোন,2
তুমি আমার ভাই,2
তুমি একজন বাবুর্চি,2
তুমি কসাই,2
তুমি কি বিমানবন্দরে যাবে,2
তুমি কি বেল খাও,2
তুমি কি মিটিং এ যাও,2
তুমি ডায়েরি লেখ,2
তুমি বই পড়,2
তুমি বাসা কোথায়,2
তুমি রেস্টুরেন্টে যাও,2
তোমাকে অনেক ধন্যবাদ,2
তোমার কাজ কি,2
তোমার কি কামরাঙ্গা ভালো লাগে,2
তোমার খালা কোথায় কাজ করে,2
তোমার খালা ভালো মানুষ,2
তোমার খালাতো বোনের নাম কি,2
তোমার খালাতো ভাই এর নাম কি,2
তোমার খালার নাম কি,2
তোমার খালু ভালো মানুষ,2
তোমার খালুর নাম কি,2
তোমার চাচা ভালো মানুষ,2
তোমার চাচাতো বোনের নাম কি,2
তোমার চাচাতো ভাই কোথায় কাজ করে,2
তোমার চাচাতো ভাই ভালো মানুষ,2
তোমার চাচাতো ভাইয়ের নাম কি,2
তোমার চাচার নাম কি,2
তোমার চাচি কি করেন,2
তোমার চাচি কোথায় কাজ করে,2
তোমার চাচীর নাম কি,2
তোমার দাদার নাম কি,2
তোমার দাদি সুন্দর,2
তোমার দাদীর নাম কি,2
তোমার নানীর  নাম কি,2
তোমার নাম কী,2
তোমার ফুফা কোথায় কাজ করে,2
তোমার ফুফাতো বোন ভালো মানুষ,2
তোমার ফুফাতো বোনের নাম কি,2
তোমার ফুফাতো ভাইয়ের নাম কি,2
তোমার ফুফার নাম ক,2
তোমার ফুফি কোথায় কাজ করে,2
তোমার ফুফু ভালো মানুষ,2
তোমার ফুফুর নাম কি,2
তোমার বাবা কি করে,2
তোমার বাবা কোথায় কাজ করে,2
তোমার বাবা ভালো,2
তোমার বাবার নাম কি,2
তোমার বোন কোথায় কাজ করে,2
তোমার বোন ভালো,2
তোমার বোনের নাম কি,2
তোমার ভাই কোথায় কাজ করে,2
তোমার ভাইয়ের নাম কি,2
তোমার মা অনেক সুন্দর,2
তোমার মা কি করে,2
তোমার মা কোথায় কাজ করে,2
তোমার মা বিদেশ যাবে,2
তোমার মামা কোথায় কাজ করে,2
তোমার মামা ভালো মানুষ,2
তোমার মামাতো বোনের নাম কি,2
তোমার মামাতো ভাই ভালো,2
তোমার মামাতো ভাইয়ের নাম কি,2
তোমার মামার নাম কি,2
তোমার মামি ক্রিকেট খেলা পছন্দ করে,2
তোমার মামী কোথায় কাজ করে,2
তোমার মামী ভালো মানুষ,2
তোমার মামীর নাম কি,2
তোমার মায়ের নাম কি,2
তোমার মায়ের ফুলকপি খেতে ভালো লাগে,2
তোমার স্যার কেমন,2
দাদি ও নানি ইশারা ভাষার একই,2
নভেম্বর মাসে শীতকাল থাকে,2
পাঞ্জাবি পরলে আমাকে সুন্দর দেখা যায়,2
পাঞ্জাবি পরলে তোমাকে সুন্দর দেখা যায়,2
ফেব্রুয়ারি মাসে গ্রীষ্মকাল থাকে,2
বুধবারে মসজিদে যাই,2
বৃহস্পতিবার অফিস যাব,2
বৃহস্পতিবারে ভুটান যাবো,2
বৃহস্পতিবারে রোজা রাখি,2
ভেতরে আসুন এবং বসুন,2
মঙ্গলবারে মুভি দেখতে যাব,2
মজা পড়লে আমাকে সুন্দর দেখা যায়,2
মজা পড়লে তোমাকে সুন্দর,2
মা পেয়ারা খেতে পছন্দ করে,2
মাংস খেতে সুস্বাদু,2
মাই ফেব্রুয়ারিতে পাকিস্তান যাব,2
মামি লিচু খেতে পছন্দ করে,2
মার্চে গ্রীষ্মকাল থাকে,2
মায়ের ভাষায় কথা আমার ভালো লাগে,2
মুরগী খেতে ভালো লাগে,2
মে মাসে গ্রীষ্মকাল থাকে,2
মে মাসে ঘুরতে যাব,2
মে মাসে বাড়িতে যাব,2
শনিবারে ঘুরতে যাব,2
সবজি আমার ভালো লাগে,2
সাল করলে তোমাকে সুন্দর দেখা যায়,2
সাল পরলে আমাকে সুন্দর দেখা যায়,2
সেপ্টেম্বরে শরৎকাল থেকে,2
সোয়েটার পড়লে আমাকে সুন্দর দেখা যায়,2
সোয়েটার পড়লে তোমাকে সুন্দর দেখা যায়,2
অনেক বেশি গরম তো সব সময় আমাদের দরকার পানি খাওয়া,2
অনেক বেশি গরমের পর শান্তি মিলছে,2
অনেক মানুষ দরিদ্র,2
আকাশের রং নীল,2
আজ অনেক বেশি গরম,2
আজ ছুটির দিন,2
আজ বৃষ্টি হয়েছে,2
আজকে রাস্তায় অনেক যানজট ছিল,2
আপনার গলা ব্যথা,2
আপনার গ্রামের বাড়ি কোথায়,2
আপনার পছন্দের রং কি,2
আপনার বাড়ি কোথায়,2
আপনি কোথায় পড়াশোনা করেছেন,2
"আপনি লবণ, গরম পানি দিয়ে কুলি করবেন",2
আবহাওয়া গরম,2
আমরা বিকেলে বেড়াতে যাবো,2
আমরা সব সময় আল্লাহর কাছে পাৰ্থনা চাই,2
আমাকে লাল লিপস্টিক দাও,2
আমাদের বাসায় পানির বিলের টাকা অনেক বেশি এসেছে,2
আমার অনেক জোর,2
আমার অনেক দুর্বল লাগছে,2
আমার অনেক রক্ত কম,2
আমার অনেক রাগ,2
আমার একটি লাল রঙের জামা আছে,2
আমার করোনা ভাইরাস হয়েছে,2
আমার কাজের চাপ বেশি,2
আমার খাবারের স্বাদ নেই,2
আমার খুব বেশি মাথা বেথা,2
আমার গ্রামের বাসা ফরিদপুর,2
আমার গ্রামের বাড়ি ময়মনসিং,2
আমার ডেঙ্গু জোর হয়েছে,2
আমার পছন্দের রং কালো,2
আমার পছন্দের রং লাল,2
আমার পছন্দের রং সাদা,2
আমার পড়াশুনা শেষ,2
আমার বাবা বাজারে গিয়েছে,2
আমার বাশা ঢাকায়,2
আমার বাসা গ্রামে,2
আমার বাসা ভাড়া ৩০০০০,2
আমার বাসা সিলেট বিভাগে,2
আমার বাসা সিলেটে,2
আমার বাসার রং সাদা,2
আমার বাসায় বসে থাকতে ভালো লাগে না,2
আমার বাসায় ভালো লাগে না,2
আমার বেশি কমলা খেতে পসন্দ,2
আমার বয়স ২০,2
আমার ভাই অফিস করে,2
আমার মেকআপ করা পছন্দ,2
আমার শরীর ভালো না,2
আমার শশুর বাড়ি রাজশাহীতে,2
আমার শোনার বাংলা,2
আমার সাবান পছন্দ,2
আমার স্বাদ নেই,2
আমি অনেক দিন থেকে শুয়ে আছি,2
আমি অনেক দুর্বল,2
আমি অফিসে যাই,2
আমি আজ রঙের ইশারা করবো,2
"আমি আজকে রান্না করেছি মাছ, ভাত, সবজি, মাংস, ডাল",2
আমি আজকে শ্যাম্পু দিয়ে গোসুল করেছি,2
আমি আমার পরিবারের সাথে কথা বলি,2
আমি আমার বাবাকে ভালোবাসি,2
আমি আমার মাকে বেশি পছন্দ করি,2
আমি আমার সন্তানকে পসন্দ করি,2
আমি এখন দুর্বল,2
আমি কমলা খেতে পছন্দ করি,2
আমি কারণে ভিরুসের টিকা নেই নাই,2
আমি কুয়াকাটা বেড়াতে গিয়েছিলাম,2
আমি খুব সকালে  ঘুম থেকে উঠি,2
আমি ছোট বাচ্চাদের আদর করি,2
আমি ছোট মাছ  না,2
আমি টক খেতে পারি না,2
আমি ঢাকা বিশ্ববিদ্দালয় থেকে পড়াশোনা শেষ করেছি,2
আমি ঢাকাতে থাকি,2
আমি ঢাকাতে পড়াশোনা করেছি,2
আমি তুমাকে পছন্দ করি,2
আমি তোমাকে ভয় পাই,2
আমি তোমাকে সাহায্য করব,2
আমি তোমায় ভালোবাসি,2
আমি দুকানে যাবো একটি কাজল কিনতে,2
আমি প্রতিদিন ইশারা ভাষা অনুশীলন করি,2
আমি প্রতিদিন ইশারা ভাষা কয়েক মানুষদের কে শিক্ষায়,2
আমি প্রতিদিন গোসুল করি,2
আমি প্রতিদিন দুপুর ২তায় খাই,2
আমি প্রতিদিন নামাজ পড়ি,2
আমি প্রতিদিন লেবুর চা খাই,2
আমি প্রতিদিন সি এন জি দিয়ে অফিসে যাই,2
আমি প্রতিদিন সি এন জি দিয়ে যাই,2
আমি প্রতিদিন ১০টা করে রুটি বানাই,2
আমি পড়াশোনা করি,2
আমি বাংলাদেশকে ভালবাসি,2
আমি বিদেশে বেড়াতে যাবো,2
আমি বিমানে করে সৌদি আরব যাবো,2
আমি বিশ্ববিদ্যালয়ে যাই,2
আমি বেশি খেতে পারি না,2
আমি বেড়াতে যেতে পছন্দ করি,2
আমি বড়ো ব্যক্তিদের সম্মান করি,2
আমি মিষ্টি খেতে পছন্দ করি,2
আমি রাতে অনেক বেশি সময় দেরি করে ঘুমাতে যাই,2
আমি রাতে দেরি করে ঘুমাই,2
আমি রাতে রুটি খাই,2
আমি শহরে থাকি,2
আমি সি এন জির ড্রাইভারের পাশে বসি,2
আমি স্কুলে যাবো,2
ইশারা ভাষা আমাদের সবার শিখা দরকার,2
"এখন আমার অনেক জোর, কাশি, সর্দি আছে",2
"এখন সকাল, সময় ১০টা",2
কক্স বাজার পরিষ্কার,2
কমলার জিউস খাবেন,2
করোনা ভাইরাস কিভাবে ছড়ায়,2
কাছে আসলে দেখি পেছনের বসার জায়গা ভরা,2
কালো রঙে আমার একটি জামা আছে,2
কালো রঙের জামা আমার আছে,2
কোন সময় বাসায় আসবে,2
খাবার নেই,2
গতকাল ভূমিকম্প হয়েছিল,2
গরম পানি দিয়ে কুলি করবেন,2
গরম পানি দিয়ে কুলি করি,2
গরম পানির ভাপ নিবেন,2
গরমকালে মশা বেশি হয়,2
গরমে আরাম হবে,2
গরমে বারবার পানি পান করবেন,2
গরমে মশারি খুলে যাবে না,2
গরমে মাথা গরম করবেন না,2
গরমে রোদে কম যাবেন,2
গরমে শরবত পান করা ভালো,2
গোসুল করবেন পরিষ্কার হবেন,2
গ্যাস বিল ৯৫০ টাকা,2
গ্রামে রোদে যাবেন না,2
ঘুম থেকে উঠো,2
চিরদিন তোমার আকাশ তোমার বাতাস আমার প্রাণে বজায় বাঁশি,2
ছোট ছেলে-মেয়েদের সব সময় পানি শরবত খাওয়াবেন,2
ডেঙ্গু জ্বর হলে পাকা পেঁপের শরবত খাবেন,2
ডেঙ্গু জ্বর হলে পেঁপে খাবেন,2
ঢাকায় অনেক মানুষ বেশি বসবাস করে,2
তুঁমি অনেক ভালো,2
তুমাকে দেখতে অনেক বেশি দুর্বল লাগছে,2
তুমাকে নীল রঙের জামায় সুন্দর লাগছে,2
তুমার অনেক ভালো মন,2
তুমার আজ রান্না মজা,2
তুমার আসতে এত দেরি হলো কেন,2
তুমার চেহারা খুব সুন্দর,2
তুমার চেহারা সুন্দর না,2
তুমার সাথে তার কি সম্পর্ক,2
তুমি অনেক  ভালো মনের মানুষ,2
তুমি অনেক বেশি চুপ,2
তুমি অনেক শান্ত,2
"তুমি আজ দুপুরে ভাত, মাছ, ঘোস্ট, সবজি, ডাল রান্না করবে",2
তুমি এতো ঝগরা কেন করো,2
তুমি কি খেতে পছন্দ করো,2
তুমি কোথায় যাচ্ছ,2
তুমি কোন সময় বাসায় আসবে,2
তুমি কোনটা খাবে,2
তুমি দুপুরে রান্না করবে,2
তুমি দেখতে খুব ফর্সা,2
তুমি দেখতে সুন্দর,2
তুমি পানি দিয়ে গোসুল করবে সাবান শ্যাম্পু দিয়ে গোসুল করবে,2
তুমি প্রতিদিন নামাজ পড়বে আল্লাহর কাছে দুয়া চাবে,2
তুমি প্রতিদিন নামাজ পড়বে,2
তুমি বার বার ঝগড়া কেন করো,2
তুমি রুটি ভাজ,2
তুমি রুটি রান্না করো,2
তোমাকে দেখতে সুন্দর লাগছে,2
দাঁত ব্রাশ করে মুখ ধুয়া শেষ করে সকালের খাবার খেতে আসো,2
দাঁত ব্রাশ শেষ করে সকালের খাবার খেতে আসো,2
দুপুরের রান্না শেষ। খাবার খেতে আসো,2
দূর থেকে দেখলে আমার মনে হয় বাসার পেছনের সিট সি এন জি,2
দূর থেকে দেখলে মনে হয় আমার পেছনের সি এন গের বসার সিট খালি,2
দূর থেকে দেখলে মনে হয় সি এন গের পেছনের বসার সাথে মানুষ নেই,2
পরিষ্কার রাখতে হবে,2
পরে করোনা ভাইরাসের টিকা নিবো,2
পাকা পেঁপের শরবত খাবেন,2
পানি জমা রাখা হবে না,2
পানি বেশি বেশি খাবেন,2
পেছনে বসার জিয়াই মানুষ বসে আছে,2
পোকার ভিতরের গোল লাল,2
প্রচন্ড গরম,2
প্রতিদিন অদা লেবুর চা খাবেন,2
প্রতিদিন আপনাকে গরম পানি খেতে হবে,2
প্রতিদিন আমাকে ওষুধ খেতে হয়,2
প্রতিদিন গোসুল এর সময় সাবান শ্যাম্পু দিয়ে গোসুল করি,2
"প্রতিদিন লেবু, অদা মিশিয়ে চা খাবেন",2
প্রতিদিন হাত সাবান দিয়ে পরিষ্কার করবেন,2
প্রত্যেকদিন পানি তে গোসল,2
প্রধান মন্ত্রী আমাকে একটি বাসা দিয়েছে সাহায্য করেছে,2
প্রধান মন্ত্রী আমাদের অনেক সাহায্য দিচ্ছে,2
ফুলে পানি জমা রাখা যাবে না,2
ফুলের টব এ পানি রাখা যাবে না,2
বসন্তকালে অনেক বেশি ফুল ফুটে,2
বাংলা ইশারা ভাষা দিবস,2
বাংলা ইশারা ভাষা,2
বাংলাদেশে অনেক মানুষ বেকার,2
বাংলাদেশের পতাকার রং লাল সবুজ,2
বাসার আশে পাশে পরিষ্কার রাখতে হবে,2
বাসায় আসলে মাস্ক খুলে রাখি,2
বাসায় পানি জমা রাখা যাবে না,2
বাসায় মশারির ভিতরে ঘুমাবেন,2
বাহিরে গেলে আপনারা সাবধানে থাকবেন মাস্ক পড়বেন,2
"বাহিরে গেলে আমি মাস্ক পড়ি, হাত ধুই",2
বাহিরের বিদেশী মানুষ বেড়াতে আসে,2
বিকাল ৫তায় উঠে নামাজ পড়ি,2
বিকালের খাবার খাও,2
বিকেলের নাস্তা বাচ্চাদের খেতে দেয়,2
বিদ্যুৎ বিল ২৫০,2
বুঝতে পেরেছেন,2
বৃষ্টি হয়েছে অনেক,2
বৃষ্টিতে ঠান্ডা বরফ হয়েছে,2
ব্রাশ করে মুখ ধোয়,2
ভালোবাসা দিবস,2
ভাষায় আসলে প্রথম সাবান দিয়ে হাত ধুবেন,2
ভূমিকম্প হতে সাবধান,2
মশা থেকে সাবধান,2
মাস্ক খুলবেন আবার সাবান দিয়ে হাত ধুবেন,2
মুরগির মাংস আমার পছন্দ,2
"রাতে তুমি আলু ভর্তা, ডাল রান্না করবে",2
রাতে পরোটা সবজি খাবো,2
রাতে মশারিতে ঘুমাতে হবে,2
রাতে মশারী টানাবেন,2
রাতে রান্না করো,2
রাত্রে মশারি টানতে হবে,2
লবনাক্ত গরম পানি দিয়ে কুলি করবেন,2
লাল একটি ব্যান্ড আছে,2
লাল রঙের চুড়ি আছে,2
লেবু খাবেন বেশি,2
লেবুর শরবত খাওয়া,2
শিঙাড়া রান্না করো,2
সকাল সন্ধা মশা সাবধান,2
"সকালে তুমি পাও রুটি, ডিম্, জেলি খাবে",2
সকালের খাবার খাও,2
সকালের খাবার খেতে আসো,2
সব সময় ঝগড়া ভালো না,2
সবসময় সাবান পানি দিয়ে হাত পরিষ্কার করবেন,2
সবাই সাবধানে থাকবেন,2
সবাইকে ভালো বাসি,2
সাত দিনের নাম,2
সাদা রং আমার বেশি পছন্দ,2
সারা রাত খুব বেশি বৃস্টি হয়েছে,2
সারাদিন বৃষ্টি হচ্ছে,2
সি এন জি সামনে যখন আসে আমি দেখি পেছনে বসার জায়গা খালি না,2
সি এন জির সামনে বেশি,2
সিঙ্গাপুর দেখতে সুন্দর জায়গা,2
সিঙ্গাপুর দেখতে সুন্দর,2
সে তুমার কি হয়,2
হলুদ রং দেখতে সুন্দর,2
হাত সাবান দিয়ে ধুয়ে,2
৩টায় ঘুমাই,2
৪ পাশে পতাকা সবুজ,2
৭ ফেব্রুয়ারী শ্রবণ ও প্রতিবন্দি বেক্তিগনের ইশারা ভাষা দিবসে অনুষ্ঠান উজ্জাপন করে,2
৭ই ফেব্রুয়ারি আমাদের বাংলা ইশারা ভাষা দিবস,2
অতীত কেমন ছিলো,2
অতীত ভুলে যাও,2
আজ কোন দিন,2
আজ ছুটি,2
আজ বুধবার,2
আজ বৃহস্পতিবার,2
আজ মঙ্গলবার,2
আজ রোববার,2
আজ শনিবার,2
আজ সোমবার,2
আজকের দিন শুভ হোক,2
আপনাকে ধন্যবাদ,2
আপনার কাজের জায়গা কই,2
আপনার কিছু দরকার আছে,2
আপনার বর্তমান সময় কেমন,2
আপনার শরীর কেমন,2
আপনি আসুন এবং বসুন,2
আপনি ইশারা ভাষা জানেন কি,2
আপনি দেখতে সুন্দর,2
আমর পরিবার জাদুঘরে যাব,2
আমরা সবাই রেস্টুরেন্টে যাবো,2
আমার অতীত ভালো,2
আমার ছুটি শেষ,2
আমার নাম ভালো,2
আমার পরিবার বাহিরে যাবে,2
আমার প্রিয় রং আছে,2
আমার বাইরে যেতে ভালো লাগে,2
আমার বাবা অংকের শিক্ষক,2
আমার বাবা ইংরেজির শিক্ষক,2
আমার বাবা ইশারার ভাষা জানেন,2
আমার বাবা একজন উকিল,2
আমার বাবা একজন চাকরিজীবি,2
আমার বাবা একজন ডাক্তার,2
আমার বাবা একজন শ্রমিক,2
আমার বাবা জাদুঘরে যাবে,2
আমার বাবা রেস্টুরেন্টে যাবে,2
আমার বাবা হাসপাতালে যাবে,2
আমার বাবার ছুটি,2
আমার বাবার বাড়ি কোথায়,2
আমার বোন অংক ভালো করে,2
আমার বোন ইশারা ভাষা ভালো পারে,2
আমার বোন একজন উকিল,2
আমার বোন একজন ডাক্তার,2
আমার বোন এখন বাহিরে যাবে,2
আমার বোন জাদুঘরে যাবে,2
আমার বোন ফেল করেছে,2
আমার বোন রেস্টুরেন্টে যাবে,2
আমার বোন হাসপাতালে যাবে,2
আমার বোনের প্রিয় রং কি,2
আমার বোনের ভূগোল ভালো লাগে,2
আমার ভাই অংক ভালো পারে,2
আমার ভাই একজন উকিল,2
আমার ভাই একজন চাকরিজীবি,2
আমার ভাই একজন ডাক্তার,2
আমার ভাই একজন শ্রমিক,2
আমার ভাই এখন বাহিরে যাবে,2
আমার ভাই জাদুঘরে যাবে,2
আমার ভাই ফেল করেছে,2
আমার ভাই রেস্টুরেন্টে যাবে,2
আমার ভাই হাসপাতালে যাবে,2
আমার ভাইয়ের প্রিয় রঙ কি,2
আমার ভাষা বাংলা,2
আমার ভূগোল ভালো লাগে,2
আমার মা অংকের শিক্ষক,2
আমার মা ইংরেজি শিক্ষক,2
আমার মা একজন উকিল,2
আমার মা একজন ডাক্তার,2
আমার মা জাদুঘরে যাবে,2
আমার মা বাহিরে যাবে,2
আমার মা রেস্টুরেন্টে যাবে,2
আমার মা হাসপাতালে যাবে,2
আমার শরীর ভালো,2
আমি অংক ভালো পারি,2
আমি আগামীকাল বেড়াতে যাবো,2
আমি আপনাকে কিভাবে সাহায্য করতে পারি,2
আমি ইংরেজিতে কথা বলি,2
আমি ইশারা ভাষা ভালো পারি,2
আমি জাদুঘরে যাব,2
আমি তোমাকে দেখছি,2
আমি দুঃখীত,2
আমি ফেল করেছি,2
আমি বাংলায় কথা বলি,2
আমি বাহিরে যাবো,2
আমি ভবিষ্যৎ নিয়ে ভাবছি,2
আমি ভাত খাবো,2
আমি হাটছি,2
এখন কয়টা বাজে,2
এখন থেকে বিরতি,2
এখন বর্তমান চলছে,2
এটা আমার পরিবার,2
ওইটা মাছ,2
কলম আছে,2
কাজ বন্ধ রাখো,2
কোন ভাষা পড়ছো,2
কোন ভাষা ভালো,2
ক্রিকেট দেখি,2
খাদ্য এবং ফল,2
খুলনা যাবো,2
চতুর্থটি D,2
টেলিভিশন দেখছি,2
ঢাকা যাবো,2
তিনি আমার বাবা,2
তিনি আমার মা,2
তুমার ছুটি,2
তুমার নাম ভালো,2
তুমি আমার বন্ধু,2
তুমি আসো,2
তুমি ইংরেজি পারো,2
তুমি কবে বাড়ি যাবে,2
তুমি কি অংক পারো,2
তুমি কি বাহিরে যাবে,2
তুমি ঘুমাও,2
তুমি যাও,2
তৃতীয়টি C,2
তোমার অতীত কেমন,2
তোমার প্রিয় রং কি,2
তোমার বাহিরে যেতে কেমন লাগে,2
তোমার বিরতি শেষ,2
তোমার ভাষা কি,2
তোমার ভূগোল কেমন লাগে,2
তোমার মাতৃভাষা বাংলা কি,2
দেখা করে আমার অনেক ভালো লাগলো,2
দ্বিতীয় B,2
দয়া করুন,2
পঞ্চম E,2
প্রথমটি A,2
ফুটবল দেখি,2
ফ্যান ঘোরে,2
বই পড়ি,2
বর্তমান সময় ভালো,2
বাবার মাতৃভাষা বাংলা,2
বিরতির সময় দাও,2
বোনের মাতৃভাষা বাংলা,2
ভবিষ্যৎ নিয়ে ভাবো,2
রংপুর যাবো,2
শুক্রবারে বন্ধ,2
ষষ্ঠ F,2
সে আপনার স্ত্রী,2
সে আমার খালা,2
সে আমার চাচা,2
সে আমার ফুফু,2
সে আমার বোন,2
সে আমার বোনের ম্যাডাম,2
সে আমার ভাই,2
সে আমার ভাইয়ের ম্যাডাম,2
সে আমার ভাইয়ের স্যার,2
সে আমার মামা,2
সে আমার ম্যাডাম,2
সে আমার স্বামী,2
সে আমার স্যার,2
সে একজন উকিল,2
সে একজন চাকরিজীবি,2
সে একজন ডাক্তার,2
সে বাহিরে যাবে,2
হ্যাপি বার্থডে,2
হ্যালো সবাইকে,2
আজকের দিনটা সুন্দর.,2
আপনাকে আমার ভাল লাগছে.,2
আপনাকে আমার ভাল লাগছে,2
আপনাকে কিভাবে সাহায্য করতে পারি,2
আপনি অনেক সুন্দর,2
আপনি আমাকে সয্য করবেন.,2
আপনি আমাকে সয্য করবেন,2
আপনি কি কাজ করেন..,2
আপানকে দেখতে অনেক সুন্দর,2
আবার দেখা হবে.,2
আমার গ্রামের বাড়ি রংপুর.,2
আমার দেশ বাংলাদেশ.,2
আমার বাবা একজন ব্যাবসায়ি.,2
আমার বাবা একজন ব্যাবসায়ি,2
আমি আগামীকাল বাড়িতে যাব,2
আমি দুখঃখিত,2
আমি ভালো আছি.,2
কিভাবে সাহায্য করতে পারি.,2
তোমরা বাড়ি যাবা কবে,2
দয়া করে.,2
দেখা হয়ে ভালো লাগলো,2
ধ্যানবাদ,2
ভিতরে আশুন এবং বসুন,2
শুক্রবার সাপ্তাহিক বন্ধ,2
সুভ অপারানহু,2
সুভ জন্মদিন,2
সুভ রাত্রি,2
সুভ সকাল,2
অপনি কি কাজ কোরেন,2
অপনি কোঠাই কাজ কোরেন,2
অপনি কোথাই পোরাশোনা কোরেন,2
অপনি ভালো ঠাকবেন,2
অমর খুব বেশী মিতা বেথা,2
অমর দেশ বাংলাদেশ,2
অমর ভাই বিশোবদলয়ে পোরশোনা কোরে,2
অমি আখন ঘমাশবো,2
অমি আজকে মাশ খিয়েচি,2
অমি আজকে রানা কোরেচি,2
অমি আপনাক ভলোবশি,2
অমি আপনাক ভলোবশী,2
অমি আপনেকে কিবাবে শাহাজো কর্টে পরী,2
অমি কাল্কে বেরিয়েট জাবো,2
অমি চোটো মাশ খাই না,2
অমি দুকখিতো,2
অমি নীল জামা পোর্টে পোচন্ডো কোরি,2
অমি প্রোটিডিন নামাজ পোরি,2
অমি ভালো আচি,2
অমি স্কুল ই জাই,2
অ্যামি প্রোটিডিন খুব শোকলে ঘুম থেক উথি,2
আজকে দিন টা খুব শুন্ডোর,2
আপনার কি কিচু প্রাইওজন,2
আপনার বাশা কোথাই,2
আবর দেখা হোব,2
আমার আব্বু অফিস কাজ কোরে,2
আমার এক ভাই,2
আমার বাবা একজন বেবশাহী,2
এপিএনআই dekhete শুন্ডোর,2
এপিএনআই আমর বন্ডু,2
এপিএনআই কেমন অ্যাকেন,2
গরোম ই বার বার পানি খাবেন,2
গরোম ই মোশা ওয়ানক,2
গরোম ই রড ই জাবেন না,2
গরোম ই শরবট পান কোরা ভালো,2
টোমা কোবে বদি জাবে,2
দেখা কোরে ওয়ানক ভ্যালো লাগ্লো,2
বাংলাদেশে বৈশি গোরোম,2
বাংলাদেশে ব্রিশ্টি নাই,2
বোশন্টো কাল ই ওয়ানক বোকা fute,2
ভিটোর আশুন আবং বোশুন,2
মুরগির মঙ্গশো আমার খুব পোচোন্দো,2
শেই স্কুল ই জাই,2
শোবাই শাবধন ই ঠাকুন,2
