index,sentence,video_path,sentence_original
2455,আমার চাচা আমেরিকা যাবে,data/videos/video/2455.mp4,আমার চাচা আমেরিকা যাবে
2020,আমার স্ত্রী শনিবার দুধ খায়,data/videos/video/2020.mp4,আমার স্ত্রী শনিবার দুধ খায়
2636,আমার ফুফাতো ভাইয়ের রান্না খেতে মজা,data/videos/video/2636.mp4,আমার ফুফাতো ভাইয়ের রান্না খেতে মজা
1755,আমার বোন শুক্রবার ভাত খায়,data/videos/video/1755.mp4,আমার বোন শুক্রবার ভাত খায়
4032,কি ভাবছো,data/videos/video/4032.mp4,কি ভাবছো
1208,কি ভাবছো,data/videos/video/1208.mp4,কি ভাবছো
4656,আজকে শনিবার,data/videos/video/4656.mp4,আজকে শনিবার
807,আজকে শনিবার,data/videos/video/807.mp4,আজকে শনিবার
2379,আমার খালাতো বোন আফ্রিকার ছবি,data/videos/video/2379.mp4,আমার খালাতো বোন আফ্রিকার ছবি
2623,আমার ফুফাতো ভাই ইউরোপ যাবে,data/videos/video/2623.mp4,আমার ফুফাতো ভাই ইউরোপ যাবে
1848,আমার ভাই কচ্ছপ দেখে নাই,data/videos/video/1848.mp4,আমার ভাই কচ্ছপ দেখে নাই
1092,আমি গাড়িতে তেল দিবো,data/videos/video/1092.mp4,আমি গাড়িতে তেল দিবো
2030,আমার স্ত্রী সোমবার মাছ খায়,data/videos/video/2030.mp4,আমার স্ত্রী সোমবার মাছ খায়
3537,কালো রঙের জামা আমার আছে,data/videos/video/3537.mp4,কালো রঙের জামা আমার আছে
4880,কালো রঙের জামা আমার আছে,data/videos/video/4880.mp4,কালো রঙের জামা আমার আছে
890,আমার চুলকানী হয়েছে,data/videos/video/890.mp4,আমার চুলকানী হয়েছে
1049,আমি আরবি বই জানি,data/videos/video/1049.mp4,আমি আরবি বই জানি
3369,মে মাসে গ্রীষ্মকাল থাকে,data/videos/video/3369.mp4,মে মাসে গ্রীষ্মকাল থাকে
5184,মে মাসে গ্রীষ্মকাল থাকে,data/videos/video/5184.mp4,মে মাসে গ্রীষ্মকাল থাকে
3293,তোমার কি কামরাঙ্গা ভালো লাগে,data/videos/video/3293.mp4,তোমার কি কামরাঙ্গা ভালো লাগে
5149,তোমার কি কামরাঙ্গা ভালো লাগে,data/videos/video/5149.mp4,তোমার কি কামরাঙ্গা ভালো লাগে
4479,তুমি পশ্চিম দিকে যাবা,data/videos/video/4479.mp4,তুমি পশ্চিম দিকে যাবা
319,তুমি পশ্চিম দিকে যাবা,data/videos/video/319.mp4,তুমি পশ্চিম দিকে যাবা
1594,আমার ছেলে শুক্রবার দুধ খায়,data/videos/video/1594.mp4,আমার ছেলে শুক্রবার দুধ খায়
982,আমার বড় ভাই অলস,data/videos/video/982.mp4,আমার বড় ভাই অলস
1827,আমার বড় ভাই মুরগী দেখে নাই,data/videos/video/1827.mp4,আমার বড় ভাই মুরগী দেখে নাই
1425,ভেতরে আসুন বসুন,data/videos/video/1425.mp4,ভেতরে আসুন বসুন
4246,ভেতরে আসুন বসুন,data/videos/video/4246.mp4,ভেতরে আসুন বসুন
4288,আমি এপ্রিল মাসে চীন যাবো,data/videos/video/4288.mp4,আমি এপ্রিল মাসে চীন যাবো
183,আমি এপ্রিল মাসে চীন যাবো,data/videos/video/183.mp4,আমি এপ্রিল মাসে চীন যাবো
5156,তুমি বই পড়,data/videos/video/5156.mp4,তুমি বই পড়
3288,তুমি বই পড়,data/videos/video/3288.mp4,তুমি বই পড়
980,আমার বড় ভাই সুন্দর দেখতে,data/videos/video/980.mp4,আমার বড় ভাই  সুন্দর দেখতে
4019,এখন বর্ষাকাল,data/videos/video/4019.mp4,এখন বর্ষাকাল
4792,এখন বর্ষাকাল,data/videos/video/4792.mp4,এখন বর্ষাকাল
1196,এখন বর্ষাকাল,data/videos/video/1196.mp4,এখন বর্ষাকাল
3408,এখন বর্ষাকাল,data/videos/video/3408.mp4,এখন বর্ষাকাল
1766,আমার বোন হাতি দেখে নাই,data/videos/video/1766.mp4,আমার বোন হাতি দেখে নাই
4469,আমার মার পৃথিবী দেখতে ভালো লাগে,data/videos/video/4469.mp4,আমার মার পৃথিবী দেখতে ভালো লাগে
149,আমার মার পৃথিবী দেখতে ভালো লাগে,data/videos/video/149.mp4,আমার মার পৃথিবী দেখতে ভালো লাগে
1096,আমি চা খাবো,data/videos/video/1096.mp4,আমি চা খাবো
1751,আমার বোন শনিবার ভাত খায়,data/videos/video/1751.mp4,আমার বোন শনিবার ভাত খায়
1169,আমি মেন্টালী অসুস্থ,data/videos/video/1169.mp4,আমি মেন্টালী অসুস্থ
3993,আমি মেন্টালী অসুস্থ,data/videos/video/3993.mp4,আমি মেন্টালী অসুস্থ
2324,আপনি কি বাজারে যাবেন,data/videos/video/2324.mp4,আপনি কি বাজারে যাবেন
1779,আমার বড় বোন কুকুর দেখেছে,data/videos/video/1779.mp4,আমার বড় বোন কুকুর দেখেছে
1335,তোমার ভাষা কেমন,data/videos/video/1335.mp4,তোমার ভাষা কেমন
4157,তোমার ভাষা কেমন,data/videos/video/4157.mp4,তোমার ভাষা কেমন
849,আমরা মানবাধিকারের জন্য স্বাক্ষর করি,data/videos/video/849.mp4,আমরা মানবাধিকারের জন্য স্বাক্ষর করি
4632,আমরা মানবাধিকারের জন্য স্বাক্ষর করি,data/videos/video/4632.mp4,আমরা মানবাধিকারের জন্য স্বাক্ষর করি
1042,আমি অসুস্থ,data/videos/video/1042.mp4,আমি অসুস্থ
1323,তোমার জর কি অবস্থা,data/videos/video/1323.mp4,তোমার জর কি অবস্থা
4145,তোমার জর কি অবস্থা,data/videos/video/4145.mp4,তোমার জর কি অবস্থা
5299,১২ এপ্রিল আমার জন্মদিন,data/videos/video/5299.mp4,১২ এপ্রিল আমার জন্মদিন
3412,১২ এপ্রিল আমার জন্মদিন,data/videos/video/3412.mp4,১২ এপ্রিল আমার জন্মদিন
1504,১২ এপ্রিল আমার জন্মদিন,data/videos/video/1504.mp4,১২ এপ্রিল আমার জন্মদিন
3717,আমার বাবা একজন শ্রমিক,data/videos/video/3717.mp4,আমার বাবা একজন শ্রমিক
5412,আমার বাবা একজন শ্রমিক,data/videos/video/5412.mp4,আমার বাবা একজন শ্রমিক
2853,আমার মামা লিচু খেতে পছন্দ,data/videos/video/2853.mp4,আমার মামা লিচু খেতে পছন্দ
2554,আমার চালতা ভালো লাগে,data/videos/video/2554.mp4,আমার চালতা ভালো লাগে
2664,আমার ফুফু সৌদি আরব যাবে,data/videos/video/2664.mp4,আমার ফুফু সৌদি আরব যাবে
4902,আমার শরীর ভালো না,data/videos/video/4902.mp4,আমার শরীর ভালো না
3474,আমার শরীর ভালো না,data/videos/video/3474.mp4,আমার শরীর ভালো না
785,অতীত ভাবি না,data/videos/video/785.mp4,অতীত ভাবি না
4634,অতীত ভাবি না,data/videos/video/4634.mp4,অতীত ভাবি না
2061,আমি অনেক গুলো বিড়াল দেখি নাই,data/videos/video/2061.mp4,আমি অনেক গুলো বিড়াল দেখি নাই
3065,আমি বৃহস্পতিবার বাড়িতে যাব,data/videos/video/3065.mp4,আমি বৃহস্পতিবার বাড়িতে যাব
2400,আমার খালাতো ভাই ইংল্যান্ডে যাবে,data/videos/video/2400.mp4,আমার খালাতো ভাই ইংল্যান্ডে যাবে
2163,গতকাল আমার ছোট ভাই ডাক্তার দেখিয়েছে,data/videos/video/2163.mp4,গতকাল আমার ছোট ভাই ডাক্তার দেখিয়েছে
3820,বর্তমান সময় ভালো,data/videos/video/3820.mp4,বর্তমান সময় ভালো
4745,বর্তমান সময় ভালো,data/videos/video/4745.mp4,বর্তমান সময় ভালো
1723,আমার বোন চিড়িয়াখানা যাবে,data/videos/video/1723.mp4,আমার বোন চিড়িয়াখানা যাবে
2795,আমার ভাই স্কুল এ যায়,data/videos/video/2795.mp4,আমার ভাই স্কুল এ যায়
3029,আমি বুধবার অস্ট্রেলিয়া যাব,data/videos/video/3029.mp4,আমি বুধবার অস্ট্রেলিয়া যাব
4532,আমার বোন মরুভূমিতে যাবে,data/videos/video/4532.mp4,আমার বোন মরুভূমিতে যাবে
47,আমার বোন মরুভূমিতে যাবে,data/videos/video/47.mp4,আমার বোন মরুভূমিতে যাবে
3772,আমি মাংস খাবো,data/videos/video/3772.mp4,আমি মাংস খাবো
3992,আমি মাংস খাবো,data/videos/video/3992.mp4,আমি মাংস খাবো
1166,আমি মাংস খাবো,data/videos/video/1166.mp4,আমি মাংস খাবো
5361,আমি মাংস খাবো,data/videos/video/5361.mp4,আমি মাংস খাবো
3623,বাহিরে গেলে আপনারা সাবধানে থাকবেন মাস্ক পড়বেন,data/videos/video/3623.mp4,বাহিরে গেলে আপনারা সাবধানে থাকবেন মাস্ক পড়বেন
4922,বাহিরে গেলে আপনারা সাবধানে থাকবেন মাস্ক পড়বেন,data/videos/video/4922.mp4,বাহিরে গেলে আপনারা সাবধানে থাকবেন মাস্ক পড়বেন
5115,দেখা হয়ে ভালো লাগলো,data/videos/video/5115.mp4,দেখা হয়ে ভালো লাগলো
3888,দেখা হয়ে ভালো লাগলো,data/videos/video/3888.mp4,দেখা হয়ে ভালো লাগলো
4240,ভাইয়ের পরীক্ষা কেমন হয়েছে,data/videos/video/4240.mp4,ভাইয়ের পরীক্ষা কেমন হয়েছে
1419,ভাইয়ের পরীক্ষা কেমন হয়েছে,data/videos/video/1419.mp4,ভাইয়ের পরীক্ষা কেমন হয়েছে
1683,আমার বাবা রবিবার ভাত খাবে,data/videos/video/1683.mp4,আমার বাবা রবিবার ভাত খাবে
1889,আমার ভাই শুক্রবার দুধ খায়,data/videos/video/1889.mp4,আমার ভাই শুক্রবার দুধ খায়
4599,আমার ভাইয়ের দোয়েল পছন্দ,data/videos/video/4599.mp4,আমার ভাইয়ের দোয়েল পছন্দ
84,আমার ভাইয়ের দোয়েল পছন্দ,data/videos/video/84.mp4,আমার ভাইয়ের দোয়েল পছন্দ
2071,আমি এনিমেল দেখেছি,data/videos/video/2071.mp4,আমি এনিমেল দেখেছি
886,আমার চাচী ভাল,data/videos/video/886.mp4,আমার চাচী  ভাল
1539,আজকের দিন অনেক সুন্দর তুমি কি কাজ করবা,data/videos/video/1539.mp4,আজকের দিন অনেক সুন্দর তুমি কি কাজ করবা
1354,বর্ডারগার্ড আমাকে ধরেছে,data/videos/video/1354.mp4,বর্ডারগার্ড আমাকে ধরেছে
4184,বর্ডারগার্ড আমাকে ধরেছে,data/videos/video/4184.mp4,বর্ডারগার্ড আমাকে ধরেছে
927,আমার প্রশংসা পত্র কই,data/videos/video/927.mp4,আমার প্রশংসা পত্র কই
2888,আমার মামাতো ভাই ভারত যাবে,data/videos/video/2888.mp4,আমার মামাতো ভাই ভারত যাবে
2125,আমি মংগলবার দুধ খাবো,data/videos/video/2125.mp4,আমি মংগলবার দুধ খাবো
2955,আমি আমেরিকা যাব,data/videos/video/2955.mp4,আমি আমেরিকা যাব
2976,আমি চা খাই,data/videos/video/2976.mp4,আমি চা খাই
3317,তোমার ফুফাতো বোনের নাম কি,data/videos/video/3317.mp4,তোমার ফুফাতো বোনের নাম কি
5217,তোমার ফুফাতো বোনের নাম কি,data/videos/video/5217.mp4,তোমার ফুফাতো বোনের নাম কি
4978,আমি প্রতিদিন সি এন জি দিয়ে যাই,data/videos/video/4978.mp4,আমি প্রতিদিন সি এন জি দিয়ে যাই
3512,আমি প্রতিদিন সি এন জি দিয়ে যাই,data/videos/video/3512.mp4,আমি প্রতিদিন সি এন জি দিয়ে যাই
225,আমি জুলাইয়ে সৌদি আরব যাব,data/videos/video/225.mp4,আমি জুলাইয়ে সৌদি আরব যাব
4309,আমি জুলাইয়ে সৌদি আরব যাব,data/videos/video/4309.mp4,আমি জুলাইয়ে সৌদি আরব যাব
3083,আমি ভুটান যাব,data/videos/video/3083.mp4,আমি ভুটান যাব
3761,আমি ইংরেজিতে কথা বলি,data/videos/video/3761.mp4,আমি ইংরেজিতে কথা বলি
4759,আমি ইংরেজিতে কথা বলি,data/videos/video/4759.mp4,আমি ইংরেজিতে কথা বলি
2038,আমার স্বামী বৃহস্পতিবার মাছ খায়,data/videos/video/2038.mp4,আমার স্বামী বৃহস্পতিবার মাছ খায়
4039,খাবার ভালো ছিল,data/videos/video/4039.mp4,খাবার ভালো ছিল
1216,খাবার ভালো ছিল,data/videos/video/1216.mp4,খাবার ভালো ছিল
3607,প্রতিদিন লেবু অদা মিশিয়ে চা খাবেন,data/videos/video/3607.mp4,"প্রতিদিন লেবু, অদা মিশিয়ে চা খাবেন"
4914,প্রতিদিন লেবু অদা মিশিয়ে চা খাবেন,data/videos/video/4914.mp4,"প্রতিদিন লেবু, অদা মিশিয়ে চা খাবেন"
1168,আমি মাথায় তেল দিবো,data/videos/video/1168.mp4,আমি মাথায় তেল দিবো
3991,আমি মাথায় তেল দিবো,data/videos/video/3991.mp4,আমি মাথায় তেল দিবো
994,আমার ভাই মেধাবী,data/videos/video/994.mp4,আমার ভাই মেধাবী
1114,আমি তোমাকে অনেক পছন্দ করি মনে রেখো,data/videos/video/1114.mp4,আমি তোমাকে অনেক পছন্দ করি মনে রেখো
2856,আমার মামাতো বোন আফ্রিকা যাবে,data/videos/video/2856.mp4,আমার মামাতো  বোন আফ্রিকা যাবে
3304,তোমার চাচাতো ভাই ভালো মানুষ,data/videos/video/3304.mp4,তোমার চাচাতো ভাই ভালো মানুষ
5145,তোমার চাচাতো ভাই ভালো মানুষ,data/videos/video/5145.mp4,তোমার চাচাতো ভাই ভালো মানুষ
3152,আমি রবিবারে সৌদি আরব যাব,data/videos/video/3152.mp4,আমি রবিবারে সৌদি আরব যাব
4629,আমি পরে দেখবো তোমাকে,data/videos/video/4629.mp4,আমি পরে দেখবো তোমাকে
1130,আমি পরে দেখবো তোমাকে,data/videos/video/1130.mp4,আমি পরে দেখবো তোমাকে
3168,আমি শনিবারে জাপান যাবো,data/videos/video/3168.mp4,আমি শনিবারে জাপান যাবো
1537,আজকে এই পর্যন্ত,data/videos/video/1537.mp4,আজকে এই পর্যন্ত
120,আমার মামার কাক পছন্দ না,data/videos/video/120.mp4,আমার মামার কাক পছন্দ না
4592,আমার মামার কাক পছন্দ না,data/videos/video/4592.mp4,আমার মামার কাক পছন্দ না
2039,আমার স্বামী মংগলবার দুধ খায়,data/videos/video/2039.mp4,আমার স্বামী মংগলবার দুধ খায়
2629,আমার ফুফাতো ভাই পাকিস্তান যাবে,data/videos/video/2629.mp4,আমার ফুফাতো ভাই পাকিস্তান যাবে
1277,তুমি বাংলা বলো কীভাবে,data/videos/video/1277.mp4,তুমি বাংলা বলো কীভাবে
4103,তুমি বাংলা বলো কীভাবে,data/videos/video/4103.mp4,তুমি বাংলা বলো কীভাবে
3443,আমাদের বাসায় পানির বিলের টাকা অনেক বেশি এসেছে,data/videos/video/3443.mp4,আমাদের বাসায় পানির বিলের টাকা অনেক বেশি এসেছে
4847,আমাদের বাসায় পানির বিলের টাকা অনেক বেশি এসেছে,data/videos/video/4847.mp4,আমাদের বাসায় পানির বিলের টাকা অনেক বেশি এসেছে
4140,তোমার জন্মদিন ২২ মার্চ,data/videos/video/4140.mp4,তোমার জন্মদিন ২২ মার্চ
1318,তোমার জন্মদিন ২২ মার্চ,data/videos/video/1318.mp4,তোমার জন্মদিন ২২ মার্চ
4947,তুমি রুটি ভাজ,data/videos/video/4947.mp4,তুমি রুটি ভাজ
3585,তুমি রুটি ভাজ,data/videos/video/3585.mp4,তুমি রুটি ভাজ
4338,আমি জানুয়ারিতে কানাডা যাব,data/videos/video/4338.mp4,আমি জানুয়ারিতে কানাডা যাব
196,আমি জানুয়ারিতে কানাডা যাব,data/videos/video/196.mp4,আমি জানুয়ারিতে কানাডা যাব
1806,আমার বড় ভাই ইলিশ মাছ খাবে,data/videos/video/1806.mp4,আমার বড় ভাই ইলিশ মাছ খাবে
4174,বড় বোন চিঠি লিখে,data/videos/video/4174.mp4,বড় বোন চিঠি লিখে
1397,বড় বোন চিঠি লিখে,data/videos/video/1397.mp4,বড় বোন চিঠি লিখে
984,আমার বড় ভাই ভালো আছে,data/videos/video/984.mp4,আমার বড় ভাই ভালো আছে
2548,আমার চাচি শ্রীলংকা যাবে,data/videos/video/2548.mp4,আমার চাচি শ্রীলংকা যাবে
1803,আমার বড় ভাই ইদুর দেখছে,data/videos/video/1803.mp4,আমার বড় ভাই ইদুর দেখছে
5236,তোমার মামা কোথায় কাজ করে,data/videos/video/5236.mp4,তোমার মামা কোথায় কাজ করে
3336,তোমার মামা কোথায় কাজ করে,data/videos/video/3336.mp4,তোমার মামা কোথায় কাজ করে
3471,আমার বয়স ২০,data/videos/video/3471.mp4,আমার বয়স ২০
5094,আমার বয়স ২০,data/videos/video/5094.mp4,আমার বয়স ২০
3919,আপনার কি কিচু প্রাইওজন,data/videos/video/3919.mp4,আপনার কি কিচু প্রাইওজন
5041,আপনার কি কিচু প্রাইওজন,data/videos/video/5041.mp4,আপনার কি কিচু প্রাইওজন
3925,আমার বাবা একজন বেবশাহী,data/videos/video/3925.mp4,আমার বাবা একজন বেবশাহী
5058,আমার বাবা একজন বেবশাহী,data/videos/video/5058.mp4,আমার বাবা একজন বেবশাহী
1526,আগে দিন পরে রাত,data/videos/video/1526.mp4,আগে দিন পরে রাত
2048,আমার স্বামী শনিবার ভাত খায়,data/videos/video/2048.mp4,আমার স্বামী শনিবার ভাত খায়
1676,আমার বাবা মংগলবার ভাত খায়,data/videos/video/1676.mp4,আমার বাবা মংগলবার ভাত খায়
2520,আমার চাচাতো ভাই ভুটান যাবে,data/videos/video/2520.mp4,আমার চাচাতো ভাই ভুটান যাবে
1411,ভাই নোটিশ দেখেছে,data/videos/video/1411.mp4,ভাই নোটিশ দেখেছে
4232,ভাই নোটিশ দেখেছে,data/videos/video/4232.mp4,ভাই নোটিশ দেখেছে
1503,১২ অক্টোবর আমার জন্মদিন,data/videos/video/1503.mp4,১২ অক্টোবর আমার জন্মদিন
3411,১২ অক্টোবর আমার জন্মদিন,data/videos/video/3411.mp4,১২ অক্টোবর আমার জন্মদিন
5298,১২ অক্টোবর আমার জন্মদিন,data/videos/video/5298.mp4,১২ অক্টোবর আমার জন্মদিন
2407,আমার খালাতো ভাই পাকিস্তান যাবে,data/videos/video/2407.mp4,আমার খালাতো ভাই পাকিস্তান যাবে
2095,আমি তেলাপোকা দেখি নাই,data/videos/video/2095.mp4,আমি তেলাপোকা দেখি নাই
285,আমি মে মাসে আফ্রিকা যাব,data/videos/video/285.mp4,আমি মে মাসে আফ্রিকা যাব
4380,আমি মে মাসে আফ্রিকা যাব,data/videos/video/4380.mp4,আমি মে মাসে আফ্রিকা যাব
1628,আমার ছোট ভাই হাস দেখেছে,data/videos/video/1628.mp4,আমার ছোট ভাই হাস দেখেছে
2282,শুক্রবার আমি ডাক্তার দেখাবো তুমি আমার সাথে দেখা কর,data/videos/video/2282.mp4,শুক্রবার আমি ডাক্তার দেখাবো তুমি আমার সাথে দেখা কর
3319,তোমার ফুফার নাম ক,data/videos/video/3319.mp4,তোমার ফুফার নাম ক
5205,তোমার ফুফার নাম ক,data/videos/video/5205.mp4,তোমার ফুফার নাম ক
3020,আমি ফেব্রুয়ারিতে মালদ্বীপ যাব,data/videos/video/3020.mp4,আমি ফেব্রুয়ারিতে মালদ্বীপ যাব
1451,রঙ এর নাম নীল,data/videos/video/1451.mp4,রঙ এর নাম নীল
4264,রঙ এর নাম নীল,data/videos/video/4264.mp4,রঙ এর নাম নীল
2734,আমার বোন চীন যাবে,data/videos/video/2734.mp4,আমার বোন চীন যাবে
1011,আমার মাতৃভাষা বাংলা,data/videos/video/1011.mp4,আমার মাতৃভাষা বাংলা
5392,আমার মাতৃভাষা বাংলা,data/videos/video/5392.mp4,আমার মাতৃভাষা বাংলা
3755,আমার মাতৃভাষা বাংলা,data/videos/video/3755.mp4,আমার মাতৃভাষা বাংলা
2211,তুমি সময় অনেক নিছো,data/videos/video/2211.mp4,তুমি সময় অনেক নিছো
1021,আমার রুটিন দেখেছি,data/videos/video/1021.mp4,আমার রুটিন দেখেছি
1800,আমার বড় বোন হাস দেখেছে,data/videos/video/1800.mp4,আমার বড় বোন হাস দেখেছে
1192,এই বিষয় পরীক্ষা কেমন হয়েছে,data/videos/video/1192.mp4,এই বিষয় পরীক্ষা কেমন হয়েছে
4016,এই বিষয় পরীক্ষা কেমন হয়েছে,data/videos/video/4016.mp4,এই বিষয় পরীক্ষা কেমন হয়েছে
2796,আমার ভাইয়ের ফুলকপি খেতে ভালো লাগে,data/videos/video/2796.mp4,আমার ভাইয়ের ফুলকপি খেতে ভালো লাগে
816,আপনাকে সাহায্য করবো,data/videos/video/816.mp4,আপনাকে সাহায্য করবো
4663,আপনাকে সাহায্য করবো,data/videos/video/4663.mp4,আপনাকে সাহায্য করবো
1587,আমার ছেলে রবিবার ভাত খায়,data/videos/video/1587.mp4,আমার ছেলে রবিবার ভাত খায়
2248,মামা মংগলবার মাংস খায়,data/videos/video/2248.mp4,মামা মংগলবার মাংস খায়
3229,আমি সোমবারে খেলাধুলা করি,data/videos/video/3229.mp4,আমি সোমবারে খেলাধুলা করি
3084,আমি মঙ্গলবার অফিসে যাব,data/videos/video/3084.mp4,আমি মঙ্গলবার অফিসে যাব
2436,আমার খালু বিদেশ যাবে,data/videos/video/2436.mp4,আমার খালু বিদেশ যাবে
2683,আমার বাবা কসাই,data/videos/video/2683.mp4,আমার বাবা কসাই
2743,আমার বোন বিদেশ যাবে,data/videos/video/2743.mp4,আমার বোন বিদেশ যাবে
4011,আমি হসপিটালে যাবো,data/videos/video/4011.mp4,আমি হসপিটালে যাবো
1187,আমি হসপিটালে যাবো,data/videos/video/1187.mp4,আমি হসপিটালে যাবো
3775,এখন থেকে বিরতি,data/videos/video/3775.mp4,এখন থেকে বিরতি
4780,এখন থেকে বিরতি,data/videos/video/4780.mp4,এখন থেকে বিরতি
907,আমার দাদি ভালো,data/videos/video/907.mp4,আমার দাদি ভালো
1078,আমি কোলড্রিংস খাবো,data/videos/video/1078.mp4,আমি কোলড্রিংস খাবো
4244,ভূগোল দেখেছি বিষয়টি সুন্দর,data/videos/video/4244.mp4,ভূগোল দেখেছি বিষয়টি সুন্দর
1423,ভূগোল দেখেছি বিষয়টি সুন্দর,data/videos/video/1423.mp4,ভূগোল দেখেছি বিষয়টি সুন্দর
4208,বাংলা দেশ ৬ ঋতুর দেশ,data/videos/video/4208.mp4,বাংলা দেশ ৬ ঋতুর দেশ
1366,বাংলা দেশ ৬ ঋতুর দেশ,data/videos/video/1366.mp4,বাংলা দেশ ৬ ঋতুর দেশ
1061,আমি একজন মুসলমান,data/videos/video/1061.mp4,আমি একজন মুসলমান
1794,আমার বড় বোন সকালে দেখা করবে,data/videos/video/1794.mp4,আমার বড় বোন সকালে দেখা করবে
2050,আমার স্বামী শনিবার মাছ খায়,data/videos/video/2050.mp4,আমার স্বামী শনিবার মাছ খায়
2011,আমার স্ত্রী বৃহস্পতিবার মাছ খায়,data/videos/video/2011.mp4,আমার স্ত্রী বৃহস্পতিবার মাছ খায়
5199,তোমার নাম কী,data/videos/video/5199.mp4,তোমার নাম কী
3314,তোমার নাম কী,data/videos/video/3314.mp4,তোমার নাম কী
5163,আমি স্কুল যাই,data/videos/video/5163.mp4,আমি স্কুল যাই
3246,আমি স্কুল যাই,data/videos/video/3246.mp4,আমি স্কুল যাই
1170,আমি ম্যডামের কাছে পড়ি,data/videos/video/1170.mp4,আমি ম্যডামের কাছে পড়ি
3994,আমি ম্যডামের কাছে পড়ি,data/videos/video/3994.mp4,আমি ম্যডামের কাছে পড়ি
2545,আমার চাচি ভুটান যাবে,data/videos/video/2545.mp4,আমার চাচি ভুটান যাবে
2045,আমার স্বামী রবিবার মাংস খায়,data/videos/video/2045.mp4,আমার স্বামী রবিবার মাংস খায়
4586,আমার দোয়েল পছন্দ,data/videos/video/4586.mp4,আমার দোয়েল পছন্দ
7,আমার দোয়েল পছন্দ,data/videos/video/7.mp4,আমার দোয়েল পছন্দ
3275,ডিসেম্বরে শীতকাল থাকে,data/videos/video/3275.mp4,ডিসেম্বরে শীতকাল থাকে
5196,ডিসেম্বরে শীতকাল থাকে,data/videos/video/5196.mp4,ডিসেম্বরে শীতকাল থাকে
1663,আমার বাবা বিমানে যাবে,data/videos/video/1663.mp4,আমার বাবা বিমানে যাবে
2551,আমার চাচী আফ্রিকা যাবে,data/videos/video/2551.mp4,আমার চাচী আফ্রিকা যাবে
2839,আমার মামা ক্রিকেট খেলা পছন্দ করে,data/videos/video/2839.mp4,আমার মামা ক্রিকেট  খেলা পছন্দ করে
101,আমার মা পশ্চিম দিকে যাবে,data/videos/video/101.mp4,আমার মা পশ্চিম দিকে যাবে
4475,আমার মা পশ্চিম দিকে যাবে,data/videos/video/4475.mp4,আমার মা পশ্চিম দিকে যাবে
1788,আমার বড় বোন বিড়াল দেখে নাই,data/videos/video/1788.mp4,আমার বড় বোন বিড়াল দেখে নাই
2084,আমি চিংড়ি মাছ দেখেছি,data/videos/video/2084.mp4,আমি চিংড়ি মাছ দেখেছি
3032,আমি বুধবার ইউরোপ যাব,data/videos/video/3032.mp4,আমি বুধবার ইউরোপ যাব
3557,ডেঙ্গু জ্বর হলে পাকা পেঁপের শরবত খাবেন,data/videos/video/3557.mp4,ডেঙ্গু জ্বর হলে পাকা পেঁপের শরবত খাবেন
4966,ডেঙ্গু জ্বর হলে পাকা পেঁপের শরবত খাবেন,data/videos/video/4966.mp4,ডেঙ্গু জ্বর হলে পাকা পেঁপের শরবত খাবেন
2159,ওটার ওজন ১০ লিটার,data/videos/video/2159.mp4,ওটার ওজন ১০ লিটার
2444,আমার খালু লিচু খেতে পছন্দ করে,data/videos/video/2444.mp4,আমার খালু লিচু খেতে পছন্দ করে
259,আমি ফেব্রুয়ারিতে আমেরিকা যাব,data/videos/video/259.mp4,আমি ফেব্রুয়ারিতে আমেরিকা যাব
4395,আমি ফেব্রুয়ারিতে আমেরিকা যাব,data/videos/video/4395.mp4,আমি ফেব্রুয়ারিতে আমেরিকা যাব
2821,আমার মা মালদ্বীপ যাবে,data/videos/video/2821.mp4,আমার মা মালদ্বীপ যাবে
3077,আমি বৃহস্পতিবারে শ্রীলঙ্কা যাব,data/videos/video/3077.mp4,আমি বৃহস্পতিবারে শ্রীলঙ্কা যাব
3202,আমি শুক্রবারে বাড়িতে যাব,data/videos/video/3202.mp4,আমি শুক্রবারে বাড়িতে যাব
2421,আমার খালু আম খেতে পছন্দ করে,data/videos/video/2421.mp4,আমার খালু আম খেতে পছন্দ করে
5078,মুরগির মঙ্গশো আমার খুব পোচোন্দো,data/videos/video/5078.mp4,মুরগির মঙ্গশো আমার খুব পোচোন্দো
3939,মুরগির মঙ্গশো আমার খুব পোচোন্দো,data/videos/video/3939.mp4,মুরগির মঙ্গশো আমার খুব পোচোন্দো
2106,আমি বাই সাইকেল চালাই যাই,data/videos/video/2106.mp4,আমি বাই সাইকেল চালাই যাই
2374,আমার খালা লিচু খেতে পছন্দ করে,data/videos/video/2374.mp4,আমার খালা লিচু খেতে পছন্দ করে
2940,আমি অক্টোবরে ঘুরতে যাব,data/videos/video/2940.mp4,আমি অক্টোবরে ঘুরতে যাব
2632,আমার ফুফাতো ভাই ভারত যাবে,data/videos/video/2632.mp4,আমার ফুফাতো ভাই ভারত যাবে
4434,আমি সমুদ্র দেখতে যাব,data/videos/video/4434.mp4,আমি সমুদ্র দেখতে যাব
296,আমি সমুদ্র দেখতে যাব,data/videos/video/296.mp4,আমি সমুদ্র দেখতে যাব
1041,আমি অফিসে যাবো,data/videos/video/1041.mp4,আমি অফিসে যাবো
4601,আমার মামার সাপ ভয় লাগে,data/videos/video/4601.mp4,আমার মামার সাপ ভয় লাগে
